OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Obese_mean	Normal_mean	Overweight_mean	Underweight_mean
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Thalassobacillus	9.39883582461	0.0244322919149	0.201459249123	1.0	0.0	1.87066242007e-07	4.90458144146e-06	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__ph2	9.24150378216	0.0262464563929	0.212686801804	1.0	0.000253103257417	0.000295296134695	0.000205990129576	2.87673696608e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Sarcina	9.15056003848	0.027354658591	0.217909992165	1.0	0.000170855240575	0.000293997910094	0.000216098975273	0.000151620531537
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Rahnella	8.69377166743	0.0336519925059	0.25757720951	1.0	0.0	1.18444400215e-05	9.17162287519e-07	5.95283165348e-06
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Oligella	8.65294729624	0.034279375674	0.25757720951	1.0	1.18673601021e-05	1.51588295441e-05	4.57104828617e-05	0.0
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium	8.63435103987	0.0345689371416	0.25757720951	1.0	4.74992085283e-06	0.000408978392847	0.000284460140809	3.92265809493e-05
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Rhodospirillum	8.60805577093	0.0349824637465	0.25757720951	1.0	0.0	0.000388112730974	5.81840203422e-06	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	8.60225460045	0.0350743434227	0.25757720951	1.0	0.0172243319347	0.036566182859	0.0450906689403	0.0312384002992
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	8.42323200101	0.03802856379	0.27459106629	1.0	0.0078951545339	0.0040430879565	0.00321498303362	0.00710229813827
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium	8.39092032016	0.0385870625936	0.27459106629	1.0	1.32307786445e-05	3.98065560664e-06	1.48050934944e-05	3.05615999609e-07
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus	8.35915992026	0.0391438328541	0.27459106629	1.0	0.00872378989711	0.000435965136938	9.31418318255e-05	7.07675622526e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiopsaceae; g__Prauseria	8.30456001734	0.0401193672083	0.277295626293	1.0	8.30282046811e-07	0.000247610735019	0.00114152383412	6.80450223328e-05
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Synergistes	8.25668264882	0.040994281355	0.27923640923	1.0	3.22496432904e-06	1.10667504409e-05	7.80644366343e-08	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium	8.10117730802	0.0439663069663	0.295202346774	1.0	0.00542230276068	0.00732815976874	0.00669052279429	0.00450105674084
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__	8.05856345346	0.0448167546006	0.296417512532	1.0	8.76238498258e-05	0.000290518832289	5.16701767203e-05	5.80556995505e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Plesiomonas	8.02936803231	0.0454086402177	0.296417512532	1.0	1.57801205588e-05	9.21098835771e-06	9.34659518492e-06	8.72183255711e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53	7.91870246884	0.0477221030274	0.303504380423	1.0	0.000235317917491	0.000374208222203	0.000322214402878	0.000599732519782
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Actinobacillus	7.91452864477	0.047811565895	0.303504380423	1.0	0.0	7.60437077238e-06	1.93921011602e-06	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__CF231	7.88581094364	0.0484315500675	0.303504380423	1.0	0.0	2.83795093214e-05	5.2380097749e-05	1.00398582372e-06
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas	7.8223835942	0.0498287304679	0.308151359473	1.0	0.00131034259649	0.00162498963546	0.00133197452977	0.00091340720264
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces	7.73839341234	0.0517393425257	0.313936879075	1.0	0.00121177206626	0.000445922902842	0.000242550208262	0.000196708660613
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Peptococcus	7.72287103769	0.0521001629103	0.313936879075	1.0	0.000103821764502	6.43974515031e-05	0.000262970622951	0.000134994216339
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__	7.61834128791	0.0545944679	0.324802530544	1.0	1.58402142482e-05	2.10269909873e-05	2.58577688846e-05	7.85049458615e-05
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Conchiformibius	7.51416404582	0.0571956317627	0.328961901643	1.0	4.13127199386e-07	2.58463179582e-06	2.21907705035e-07	7.68131145379e-05
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium	7.50599408053	0.0574046382663	0.328961901643	1.0	2.378395247e-06	3.14329384264e-07	0.0	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus	7.49003556015	0.0578150345594	0.328961901643	1.0	0.00334849179324	0.000627682018662	0.000429458067988	0.000115524754454
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae; g__Knoellia	7.47395179994	0.0582315325169	0.328961901643	1.0	2.20797464373e-06	2.64073503161e-07	1.97138562889e-07	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__	7.44162236147	0.0590775487659	0.328961901643	1.0	3.12180382796e-06	1.97948469154e-06	7.25383533453e-06	7.16481777681e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__	7.42590639622	0.0594931098717	0.328961901643	1.0	4.7197919844e-05	0.000473912790214	4.33799453614e-05	0.000320595117651
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	7.3406853515	0.0617963704804	0.3377243503	1.0	0.00323390239935	0.000823860606799	0.00206240441811	0.0080578979987
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Mycoplana	7.29339930525	0.0631114210694	0.340946757501	1.0	0.0	4.26134608945e-05	2.68525983541e-06	3.47478608348e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium	7.21571233831	0.0653310282493	0.348927082695	1.0	6.24326746248e-06	3.22422219063e-06	2.61542048185e-06	1.59948856943e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__rc4-4	7.12925125731	0.0678902301626	0.358521440185	1.0	0.000182145534931	0.000245909502494	0.000258226671212	0.000208600652592
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus	7.06094932297	0.0699802750927	0.365452547706	1.0	0.00149378347307	0.00238821447988	0.00550685507574	0.00114017612138
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella	7.03448327276	0.0708067572104	0.365705229548	1.0	0.000995354430166	0.00169522647735	0.000394201703633	0.00449117725275
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Ruminococcus	6.87586799404	0.0759613061334	0.388063194377	1.0	0.0	1.46222906611e-06	1.56827049007e-06	1.42740369212e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__	6.82000388995	0.0778616055994	0.393494135825	1.0	0.000740528391364	0.000798143998885	0.00077927562324	0.00086395615812
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium	6.77333555811	0.0794841966944	0.397420983472	1.0	3.52632374488e-05	0.00012175273886	7.30132450003e-05	0.000111616877969
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Leuconostoc	6.71860350959	0.0814287261278	0.402162852212	1.0	0.000325599193966	6.50851097639e-05	0.000786360465101	9.79203465767e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium	6.67747179054	0.0829201652154	0.402162852212	1.0	0.0717740322431	0.075424670455	0.0786787261771	0.0705059163657
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia	6.67530203671	0.0829995673714	0.402162852212	1.0	0.0363400264059	0.0262410231737	0.0290769170505	0.0219224852687
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herminiimonas	6.57759735652	0.0866519795696	0.412057727581	1.0	9.07841718886e-08	4.07591555829e-06	0.0	2.36302212584e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Pseudoclavibacter	6.57384903956	0.0867951383628	0.412057727581	1.0	8.26349624255e-06	8.33270997448e-05	5.71039503932e-05	0.000562711827892
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Variovorax	6.54209930493	0.0880169157483	0.41282451772	1.0	0.0	9.25118386691e-07	6.54600508999e-06	4.90236974827e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus	6.52419057816	0.088713353808	0.41282451772	1.0	2.32818731095e-05	2.1331831021e-05	3.50733107473e-05	6.94498403222e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__WAL_1855D	6.28621795688	0.0984857495487	0.453806885176	1.0	0.0024910554257	0.00229693129771	0.00275971800126	0.000502934347502
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__	6.24984219415	0.100067748519	0.456619823341	1.0	0.000722546842668	9.79857044162e-05	4.76908634785e-05	0.000863963312574
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylocystaceae; g__Methylosinus	6.20279417191	0.102150060591	0.461639696904	1.0	1.09841345161e-05	0.0	1.58420860859e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__	6.15858858963	0.104144364674	0.463902340056	1.0	0.00016657270866	0.000307923758848	0.000144325870363	0.000312858841153
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Salmonella	6.14806093039	0.104624783076	0.463902340056	1.0	0.00026513923957	4.49162619363e-05	7.93451974671e-05	0.000242125464354
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter	6.03399031792	0.109968181924	0.483037808452	1.0	0.0	1.36817436227e-06	2.30960700372e-06	3.156342365e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio	5.94304256473	0.114414450772	0.496325881243	1.0	5.0753265203e-05	0.000695376940041	0.00126876169079	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Ralstonia	5.91120046964	0.116011353419	0.496325881243	1.0	7.84466187576e-06	5.83394117741e-06	1.43566246871e-06	1.1186236747e-05
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma	5.90823056156	0.116161376461	0.496325881243	1.0	3.43136043834e-07	8.14340654072e-07	3.87237407006e-07	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__	5.88438822783	0.117372485566	0.496982596539	1.0	6.19256358828e-06	7.95500591266e-05	1.55795101262e-05	5.31805004251e-05
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__	5.81721060967	0.120850009769	0.50713843385	1.0	0.000812806598958	0.0008152927195	0.00137220587006	0.00073054018407
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina	5.79591509428	0.121972751766	0.507320294954	1.0	4.21808512433e-07	0.00123136823201	0.000108401863494	4.59074152221e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Listeriaceae; g__Brochothrix	5.73972101529	0.12498332728	0.509524816582	1.0	0.0	6.99862919829e-07	7.77802148912e-07	3.52393450573e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__	5.7113174797	0.126531828188	0.509524816582	1.0	3.00992364388e-05	6.70772462319e-05	6.74176500036e-05	7.87355463307e-05
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__	5.69167944291	0.127613110402	0.509524816582	1.0	7.07252275393e-05	3.60454392141e-05	4.73525946669e-06	0.000202313605196
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas	5.67191326577	0.128710321697	0.509524816582	1.0	0.0	1.61108313688e-07	0.0	2.10176758654e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Filifactor	5.66045050691	0.12935071839	0.509524816582	1.0	0.0	4.93941645191e-08	3.42460366168e-07	8.65145452579e-06
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__	5.65557736614	0.129623885859	0.509524816582	1.0	2.4502116379e-05	1.00457402481e-06	1.28523630523e-06	2.73677930338e-07
