OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Obese_mean	Normal_mean	Overweight_mean	Underweight_mean
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales	5.3355450391	0.148812485003	0.44643745501	1.0	0.000124636813066	0.000244599016161	0.000194812878913	0.000147079837777
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales	5.25580009381	0.153996305843	0.446589286944	1.0	7.02984609031e-06	9.43164374272e-07	3.66424386862e-07	5.18609971211e-05
k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales	5.09881197822	0.164702997546	0.462230993114	1.0	5.60971453646e-06	1.23691785037e-06	6.590569147e-07	1.81566626517e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales	4.82935839405	0.184727373282	0.502227546109	1.0	8.34794223224e-06	2.53129743612e-07	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales	4.43926903833	0.217771741819	0.573532746117	1.0	9.1637406708e-06	0.000118253925277	2.47488900038e-05	5.75239830295e-05
k__Bacteria; p__SR1; c__; o__	4.37046935176	0.224139234115	0.573532746117	1.0	2.85501489573e-05	1.60039163704e-06	4.61347752101e-06	0.0
k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]	4.29914652513	0.230921005236	0.574003641588	1.0	1.22191332057e-05	0.000206753114289	0.000136881713769	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales	4.07950825319	0.253005676401	0.605347848124	1.0	0.00306223474804	0.00484869169742	0.00394936817272	0.00669782695687
k__Bacteria; p__Firmicutes; c__Clostridia; o__	4.03746608974	0.257446785984	0.605347848124	1.0	4.51302909367e-06	9.2257179747e-06	6.06477712975e-06	3.78319129971e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales	3.95785623403	0.266051002574	0.60911676905	1.0	5.44460302551e-05	0.000718466217987	0.00135030503376	9.26812518609e-05
k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]	3.89173811976	0.273394258599	0.609879499951	1.0	6.46971240937e-06	1.89615843346e-06	8.99851856538e-07	2.08934419551e-06
k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513	3.72753589842	0.292428179139	0.636031289628	1.0	3.85739150608e-06	6.03441270794e-07	5.20075137879e-07	2.73677930338e-07
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	3.6565105299	0.301023298316	0.638756754963	1.0	0.00324663074556	0.00269704331897	0.00314367672366	0.003251595146
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	3.49008453346	0.322050402405	0.659409768776	1.0	0.457345575988	0.454384362739	0.461878660188	0.416895709474
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__	3.42391777875	0.330764613764	0.659409768776	1.0	7.53907061493e-06	8.18607306384e-06	5.23173230348e-06	2.73677930338e-07
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales	3.40350445814	0.333494595703	0.659409768776	1.0	0.0	1.74849740749e-05	1.0929515659e-05	0.0
k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41	3.32389937112	0.344330125138	0.6657049086	1.0	0.0	0.0	3.29390935573e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	3.01773403747	0.388899010046	0.735526388565	1.0	0.00944624962959	0.00851567267429	0.00638115596595	0.0325464175179
k__Bacteria; p__TM7; c__TM7-3; o__	2.86719846795	0.412556981035	0.76366930532	1.0	7.0772313872e-06	4.61828919757e-06	2.01286108038e-06	2.72053510573e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales	2.72626884939	0.435781621372	0.787628161286	1.0	7.48365000884e-05	6.07969581541e-05	2.64243102008e-05	1.0128862589e-05
k__Bacteria; p__Spirochaetes; c__[Brachyspirae]; o__[Brachyspirales]	2.68017616947	0.443606665552	0.787628161286	1.0	7.85472867779e-06	1.5704897173e-06	1.00695235235e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales	2.28531526722	0.515339947871	0.864333125791	1.0	3.92444963518e-07	9.13076841623e-07	2.82069198231e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales	2.23885833415	0.524335100769	0.864333125791	1.0	0.000328555784858	0.00112646816369	0.000829246795754	0.000877140304099
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales	2.19375370479	0.533179744305	0.864333125791	1.0	0.0130711697577	0.0104006265081	0.00964472466606	0.0125172863552
k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__	2.14164875245	0.543532996083	0.864333125791	1.0	7.9085768516e-06	1.42061605418e-07	2.00802786087e-07	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales	2.1364341659	0.544577121283	0.864333125791	1.0	6.62832841511e-06	3.82236528213e-06	2.1236721227e-06	0.0
k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales	2.12726051231	0.546417493316	0.864333125791	1.0	4.39365380644e-07	1.16406087107e-06	1.8539049791e-06	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales	1.9772502724	0.577141897221	0.896631161753	1.0	0.000146575025423	0.000123213145251	0.000112892417655	0.000500845363866
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales	1.87911863591	0.597870981348	0.899687853705	1.0	4.11023720129e-05	2.06023881183e-06	3.95252769885e-07	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__	1.86953280765	0.599921942513	0.899687853705	1.0	0.0	8.43333551339e-06	5.5165561189e-06	5.46330163708e-07
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]	1.77606381389	0.620157518626	0.899687853705	1.0	2.71288807864e-06	4.85741292959e-05	5.55593288657e-05	4.04524498374e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales	1.74752121739	0.626420928816	0.899687853705	1.0	0.0252940465675	0.0138502717443	0.0112113728815	0.0185229445536
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09	1.7275981711	0.630815621564	0.899687853705	1.0	0.0	2.15138839696e-05	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales	1.62174136433	0.654470220383	0.912758438247	1.0	0.0	1.05161834799e-06	2.58196766625e-06	0.0
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales	1.51847542439	0.678012823754	0.912758438247	1.0	5.09478706615e-06	0.000141183031322	9.58919008203e-05	0.000383076610972
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales	1.50563414256	0.680970585007	0.912758438247	1.0	0.0	2.75697632854e-05	1.78848695592e-06	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	1.50140558696	0.68194595961	0.912758438247	1.0	0.382408293223	0.405950114884	0.40199746399	0.41830309719
k__Bacteria; p__TM7; c__TM7-3; o__CW040	1.31538241798	0.725483650411	0.942290748053	1.0	2.18954718021e-06	2.56418627251e-07	5.76974253354e-07	1.49970230909e-07
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales	1.24250545816	0.742828825037	0.942290748053	1.0	0.000155489195045	0.000413253360098	0.00024181798063	0.000142216291001
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales	1.2374727951	0.744031522783	0.942290748053	1.0	6.71728236179e-06	4.93933696108e-06	9.22293966795e-07	0.0
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales	1.17539052465	0.758912527697	0.942290748053	1.0	1.9367407202e-06	2.57705082996e-06	1.84738980332e-05	1.23110257547e-06
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Z20	1.08662346939	0.780304173315	0.942290748053	1.0	0.0	5.39067419237e-06	3.87147378388e-05	0.0
k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta	1.04447168884	0.790492844972	0.942290748053	1.0	0.000467665442087	0.000207020439065	0.000294874197437	0.000213627779812
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales	0.908665272243	0.823336191786	0.942290748053	1.0	0.0	3.54077715152e-06	4.67571792142e-07	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	0.795341991734	0.850580840187	0.942290748053	1.0	0.0120649665716	0.00738901609632	0.00844965934106	0.00996330997148
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales	0.765191127141	0.857773432055	0.942290748053	1.0	0.0138293867551	0.0175497991999	0.0185954692546	0.0192994037702
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales	0.704974490367	0.872033279625	0.942290748053	1.0	0.000191856447724	4.97041294563e-05	2.9152841217e-05	0.000272785391765
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales	0.63776234568	0.887735701551	0.942290748053	1.0	1.49742578355e-06	1.79705993777e-05	2.51525559668e-06	3.64559870352e-06
k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales	0.626600418847	0.890316719444	0.942290748053	1.0	0.0	3.83651129653e-06	1.13697812136e-07	0.0
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales	0.575028636794	0.902124433424	0.942290748053	1.0	0.0	7.483506352e-07	0.0	0.0
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales	0.575028636794	0.902124433424	0.942290748053	1.0	0.0	9.21633609397e-07	0.0	0.0
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales	0.575028636794	0.902124433424	0.942290748053	1.0	0.0	2.76704823849e-06	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales	0.575028636794	0.902124433424	0.942290748053	1.0	0.0	3.41403007952e-06	0.0	0.0
k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885	0.575028636794	0.902124433424	0.942290748053	1.0	0.0	7.70758352997e-07	0.0	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales	0.54327042395	0.909287285289	0.942290748053	1.0	0.0	5.30376647657e-07	6.31221919392e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3	0.540990566224	0.909797963638	0.942290748053	1.0	0.0	8.40183965476e-07	2.14820786833e-07	0.0
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales	0.424637353407	0.935107263313	0.957109787156	1.0	2.30433620198e-05	8.57111596896e-05	4.82135534744e-05	5.40323528461e-05
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales	0.236957843841	0.971413411546	0.982708916332	1.0	7.98123149072e-05	0.000531093884227	9.9127130706e-05	0.00177920613387
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales	0.0599702984419	0.996163606993	0.996163606993	1.0	0.000524108853555	0.00109423031077	0.00208873411921	0.00185494373601
