OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Hispanic_mean	African American_mean	Caucasian_mean	Asian or Pacific Islander_mean
k__Bacteria; p__Bacteroidetes; c__[Rhodothermi]; o__[Rhodothermales]	14.6249999997	0.00216684339855	0.0110891397455	0.188515375674	0.0	0.0	0.0	6.83013455365e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__BPC076	14.6249999997	0.00216684339855	0.0110891397455	0.188515375674	0.0	0.0	0.0	5.69177879471e-06
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales	13.9309923164	0.00300060478651	0.0145029231348	0.261052616426	0.0016598588799	3.32950238459e-05	0.000292977009231	0.000466920858247
k__Bacteria; p__Chloroflexi; c__Gitt-GS-136; o__	9.56111392209	0.0226900203556	0.103896408997	1.0	0.0	0.0	1.1115378638e-07	1.0817677214e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	9.29015537927	0.0256717999703	0.111672329871	1.0	0.437564101915	0.357195612971	0.459092939566	0.410723601744
k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta	8.95347272563	0.0299159309351	0.12393742816	1.0	0.000261157145536	2.52592974133e-05	0.000259098877812	0.000139433476922
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales	7.72606392981	0.0520257442551	0.205738170463	1.0	0.000442717246688	1.84115937215e-05	0.00132246493567	0.00177915872463
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales	7.60929724464	0.0548156522518	0.207346162866	1.0	0.000765174710572	0.000306512544487	0.000904853832134	0.000552565483577
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales	7.49295210804	0.0577398192577	0.209306844809	1.0	0.00707784998828	0.00963860236618	0.00840339139507	0.00486662697365
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales	7.32618866165	0.0621966816952	0.216444452299	1.0	0.445572007191	0.505688232147	0.398865363762	0.439191361542
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__	7.16683818861	0.0667659699155	0.223409207025	1.0	1.12208291438e-05	0.0	7.04138496561e-06	6.40204865557e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales	6.8415175253	0.0771244163394	0.248512008205	1.0	0.00365791843961	0.0378673658194	0.0147439633177	0.0110310213021
k__Bacteria; p__Firmicutes; c__Clostridia; o__	6.55210433777	0.0876301318921	0.263805072199	1.0	4.85888726717e-05	0.0	6.04976444801e-06	1.68251444976e-05
k__Bacteria; p__Actinobacteria; c__Acidimicrobiia; o__Acidimicrobiales	6.50468101665	0.0894780789548	0.263805072199	1.0	0.0	0.0	1.44779995198e-06	5.47615992322e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales	6.40405705673	0.0935240283801	0.263805072199	1.0	0.00387640313252	0.00668065227697	0.0132289679707	0.0171744259633
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales	6.39250765353	0.0939995084846	0.263805072199	1.0	3.22336123531e-05	5.63208939252e-06	7.65430973341e-05	7.01463820415e-06
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales	6.0451324138	0.109434962539	0.297526304403	1.0	7.66724170979e-05	0.0	1.56103689007e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales	5.80197412638	0.121652299696	0.320719699199	1.0	5.7416388479e-05	0.0	0.00098590104856	0.000253059227666
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales	5.35074961679	0.147843016018	0.378304188046	1.0	0.0232268366603	0.0141268603797	0.0114444418409	0.0141530457826
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales	4.76856048916	0.189550186514	0.471167606478	1.0	0.0	0.0	1.25891321324e-06	3.06450723139e-05
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__	4.53483431127	0.20920411263	0.503021717188	1.0	8.98766330865e-06	0.0	6.29087591995e-06	1.18233273302e-05
k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2	4.48169609475	0.213928776276	0.503021717188	1.0	1.48312720337e-06	2.81604469626e-06	7.14042327857e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales	4.03489590184	0.257720574169	0.590044472439	1.0	0.0	0.0	9.1155744792e-06	1.19041031817e-05
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales	3.62054432585	0.305461157293	0.681413350884	1.0	2.78808789447e-05	0.00144230769231	1.6451676897e-05	3.86007551098e-05
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales	3.42040894765	0.331232466942	0.700557451607	1.0	9.77697636484e-05	5.3274542759e-05	0.000136376057698	0.000252572264822
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cardiobacteriales	3.41235015935	0.332309193865	0.700557451607	1.0	0.0	0.0	1.10411958186e-06	4.24241605573e-06
k__Bacteria; p__Spirochaetes; c__[Brachyspirae]; o__[Brachyspirales]	3.34695370686	0.341160846339	0.700557451607	1.0	0.0	0.0	1.98351292634e-06	1.51229489362e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales	3.28305159968	0.350008521148	0.700557451607	1.0	0.000104827211646	0.000971947495076	0.00497207723816	0.00158836489965
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales	3.2525264743	0.354304918054	0.700557451607	1.0	0.00254629568439	0.00168231329819	0.00319577782888	0.00231095289488
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales	3.00096437598	0.391476512361	0.756854590565	1.0	0.00316951415909	0.00459986364483	0.00286176395326	0.00266890135618
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales	2.89720326009	0.407747462517	0.758043252744	1.0	8.01278395377e-06	0.0	1.33614652604e-05	1.01678922366e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales	2.88612568826	0.409517619298	0.758043252744	1.0	0.000622171497874	0.0014112345722	0.0094182301729	0.012804481899
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales	2.8179289656	0.420556988148	0.762259541019	1.0	1.67399929563e-06	6.80494311068e-06	7.51883027621e-05	5.34759358289e-06
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales	2.59789176596	0.457859267418	0.806662255885	1.0	4.00034789926e-05	0.0	0.000108195658397	0.000520732058398
k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales	2.56533616235	0.463598997635	0.806662255885	1.0	0.0	0.0	1.05005606902e-06	3.18088367463e-05
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales	2.40840254395	0.49207240846	0.834785022307	1.0	4.67934371989e-05	4.59869791153e-05	8.88223962434e-05	4.51667838453e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales	2.32729763512	0.507311585255	0.834785022307	1.0	0.0	0.0	1.31009310484e-06	1.34374645757e-06
k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales	2.27374832396	0.51756867765	0.834785022307	1.0	5.63207599709e-05	6.90109546181e-05	0.00164490221002	0.000115036700055
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales	2.24341343971	0.523447973102	0.834785022307	1.0	0.000147065118216	5.8033253054e-06	0.000545442793185	0.000141207443459
k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]	2.20285799281	0.531385655161	0.834785022307	1.0	0.0	0.0	0.000180270775732	2.7521424525e-05
k__Bacteria; p__SR1; c__; o__	2.16257759017	0.539356981527	0.834785022307	1.0	1.26306323147e-06	0.0	4.72915581293e-06	2.52551877043e-06
k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales	2.12471916493	0.546928118063	0.834785022307	1.0	0.0	0.0	1.22730510297e-06	6.11178483636e-06
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales	2.01093862316	0.570139459349	0.854682525065	1.0	4.28973474158e-06	0.0	0.000505280980625	4.11264607557e-05
k__Bacteria; p__TM7; c__TM7-3; o__CW040	1.91929419428	0.589325269863	0.854682525065	1.0	0.0	0.0	4.84340008308e-07	7.76238393045e-07
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales	1.91877010466	0.589436224183	0.854682525065	1.0	0.0	0.0	1.51495297873e-05	0.0
k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales	1.67387896347	0.64275662835	0.916718469942	1.0	0.0	0.0	1.29811392384e-06	5.69177879471e-07
k__Bacteria; p__TM7; c__TM7-3; o__	1.62396526142	0.653968148096	0.917664982005	1.0	1.0301623867e-06	0.0	4.28601102227e-06	3.74075551957e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales	1.5382689844	0.673466446918	0.930025093363	1.0	2.89317466585e-05	1.64259309176e-05	0.000142662082603	0.000802347988122
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales	1.32366371042	0.723521711189	0.983537326148	1.0	0.00190088934581	0.0	0.000761470764856	0.000648185252208
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales	1.27553231218	0.734951207347	0.98370392368	1.0	4.43841731122e-05	0.000486606022402	4.67233534562e-05	5.62974497946e-05
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]	1.12428165111	0.771215865001	0.99041495194	1.0	0.000714236868299	0.0	2.7560795758e-05	1.65965187142e-06
k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]	1.09338246423	0.778671818602	0.99041495194	1.0	0.0	0.0	1.8664989133e-06	5.8686517658e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales	1.00990788655	0.79885455793	0.99041495194	1.0	0.0	0.0	1.99168489896e-05	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfuromonadales	0.945435425406	0.814451619146	0.99041495194	1.0	0.0	0.0	1.14097078051e-07	1.56941129499e-07
k__Bacteria; p__Acidobacteria; c__DA052; o__Ellin6513	0.849161906007	0.837675554569	0.99041495194	1.0	0.0	0.0	7.49712676524e-07	2.54197305915e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales	0.800848955058	0.849263963765	0.99041495194	1.0	2.93498516569e-06	3.11177495644e-06	0.00108720744841	1.06557670707e-05
k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales	0.783652378339	0.853373039602	0.99041495194	1.0	0.0	0.0	7.84262340902e-07	1.01678922366e-06
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Z20	0.671801903513	0.879815517882	0.99041495194	1.0	0.0	0.0	1.37569484258e-05	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales	0.575665043812	0.901979997607	0.99041495194	1.0	0.0	0.0	3.69456366389e-06	9.10684607153e-06
k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales	0.559427372426	0.905654399194	0.99041495194	1.0	0.0	0.0	2.61906732674e-06	0.0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales	0.472324328925	0.924928180934	0.99041495194	1.0	0.00911008069509	0.0088412669517	0.0134003953847	0.0187542617251
k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae; o__Oscillatoriales	0.447216176314	0.930324956643	0.99041495194	1.0	0.0	0.0	2.73680700577e-06	0.0
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Mycoplasmatales	0.350181348109	0.950330184479	0.99041495194	1.0	6.5377423868e-06	0.0	5.79209073892e-06	1.16445211265e-05
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3	0.335168077954	0.953284126108	0.99041495194	1.0	0.0	0.0	6.48175919218e-07	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Bdellovibrionales	0.335168077954	0.953284126108	0.99041495194	1.0	0.0	0.0	1.99701254411e-06	0.0
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__GMD14H09	0.335168077954	0.953284126108	0.99041495194	1.0	0.0	0.0	1.51832018638e-05	0.0
k__Bacteria; p__Verrucomicrobia; c__Verruco-5; o__WCHB1-41	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	8.46777021118e-07	0.0
k__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	5.28140747397e-07	0.0
k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Sphaerochaetales	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	6.50433420375e-07	0.0
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes; o__Gemmatimonadales	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	1.95281577381e-06	0.0
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	2.40941653955e-06	0.0
k__Bacteria; p__Chloroflexi; c__TK10; o__AKYG885	0.11156022634	0.99041495194	0.99041495194	1.0	0.0	0.0	5.43954763271e-07	0.0
