OTU	Test-Statistic	P	FDR_P	Bonferroni_P	Obese_mean	Normal_mean	Overweight_mean	Underweight_mean
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria	1.24250545816	0.742828825037	0.949170165326	1.0	0.000155489195045	0.000413253360098	0.00024181798063	0.000142216291001
k__Bacteria; p__Cyanobacteria; c__Chloroplast	1.04447168884	0.790492844972	0.965063347384	1.0	0.000467665442087	0.000207020439065	0.000294874197437	0.000213627779812
k__Bacteria; p__Bacteroidetes; c__Cytophagia	0.908665272243	0.823336191786	0.965063347384	1.0	0.0	3.54077715152e-06	4.67571792142e-07	0.0
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae	0.765191127141	0.857773432055	0.965063347384	1.0	0.0138293867551	0.0175497991999	0.0185954692546	0.0192994037702
k__Bacteria; p__Cyanobacteria; c__Oscillatoriophycideae	0.626600418847	0.890316719444	0.965063347384	1.0	0.0	3.83651129653e-06	1.13697812136e-07	0.0
k__Bacteria; p__Chloroflexi; c__Anaerolineae	0.575028636794	0.902124433424	0.965063347384	1.0	0.0	7.483506352e-07	0.0	0.0
k__Bacteria; p__Gemmatimonadetes; c__Gemmatimonadetes	0.575028636794	0.902124433424	0.965063347384	1.0	0.0	2.76704823849e-06	0.0	0.0
k__Bacteria; p__Chloroflexi; c__TK10	0.575028636794	0.902124433424	0.965063347384	1.0	0.0	7.70758352997e-07	0.0	0.0
k__Bacteria; p__Synergistetes; c__Synergistia	0.424637353407	0.935107263313	0.977612138918	1.0	2.30433620198e-05	8.57111596896e-05	4.82135534744e-05	5.40323528461e-05
k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia	0.236957843841	0.971413411546	0.993000376247	1.0	7.98123149072e-05	0.000531093884227	9.9127130706e-05	0.00177920613387
k__Bacteria; p__Fusobacteria; c__Fusobacteriia	0.0599702984419	0.996163606993	0.996163606993	1.0	0.000524108853555	0.00109423031077	0.00208873411921	0.00185494373601
