OTU	Test-Statistic	P	FDR_P	Bonferroni_P	teen_mean	20s_mean	30s_mean	40s_mean	50s_mean
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Cloacibacillus	20.8160388587	0.000344401351034	0.00703776673853	0.161868634986	0.0	3.14518708294e-05	3.61733297272e-05	4.02244378715e-05	9.34511657151e-05
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Paenibacillus	20.7064524438	0.000362051435303	0.00709017394134	0.170164174592	0.0	2.02131164461e-05	0.000456583108197	0.000333692883761	0.000362737406159
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__	19.2239117721	0.000710192422695	0.0133516175467	0.333790438667	0.00503151792787	0.00501005060134	0.00657633961318	0.0075969903731	0.00752984061953
k__Bacteria; p__Tenericutes; c__RF3; o__ML615J-28; f__; g__	18.9017499271	0.00082165557429	0.0148530046122	0.386178119916	0.000417438238287	0.000229123682555	0.000454862842385	0.000636087947567	0.000625490362336
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Pseudoclavibacter	18.1520596647	0.00115244383999	0.0200610594369	0.541648604795	0.000391751390863	0.000258704682385	0.000121164699275	4.13546976852e-05	8.56646379594e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium	18.0203687583	0.00122283742002	0.0205261995504	0.574733587411	8.11191201651e-05	4.74435274867e-05	5.36663979048e-05	0.000107013791064	7.86205610801e-05
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Oligella	17.8208351052	0.00133766319637	0.0216793690446	0.628701702294	0.0	3.32988923283e-05	9.93901567017e-07	1.68921264375e-05	5.20128528855e-05
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Streptomycetaceae; g__Streptomyces	17.7114105241	0.00140508882137	0.0220130582014	0.660391746043	0.0	5.27647407875e-05	0.000179240372139	0.000162105161227	7.26441035162e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella	17.5170340036	0.00153323321713	0.0232457939372	0.720619612052	0.000851979618914	0.00229741351396	0.000708095271419	0.00242648761979	0.000629107983701
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	17.4458036918	0.00158302496398	0.0232506791585	0.744021733072	0.0020825611946	0.00217857067674	0.00129574259164	0.000932434477304	0.000797121332764
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter	17.297344051	0.001691986945	0.0240979958834	0.795233864151	0.000876126997714	0.000772912529971	0.00110230044758	0.00072156309524	0.000835129395865
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium	17.0913889341	0.00185549410345	0.0256494773125	0.872082228623	0.0	2.44755967422e-06	2.32836900919e-07	2.99688443894e-06	2.63832003958e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Raoultella	16.900926337	0.00202052193829	0.0271327231713	0.949645310997	9.95861627094e-06	2.66159495323e-05	4.28438962205e-05	6.00026311496e-05	7.91033304924e-05
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum	16.7963433886	0.00211720909003	0.0274699781308	0.995088272313	0.00154432485151	0.000627511823241	0.000245829191852	8.99014595649e-05	0.000183387965468
k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter	16.7489319267	0.00216253019328	0.0274699781308	1.0	9.47525933917e-05	9.3507494383e-05	0.00013879441291	0.000242656825147	0.00026707713939
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus	16.6383851281	0.00227195048063	0.0280958821489	1.0	0.00297106692002	0.00767244404572	0.00324101524766	0.00304305256381	0.00341188702571
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Rhodocyclales; f__Rhodocyclaceae; g__Dechloromonas	16.5805420633	0.00233136043363	0.0280958821489	1.0	5.63748787701e-05	9.79150805953e-06	9.23699746456e-06	6.10920585996e-06	3.44665820639e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia	15.8630107521	0.00320860049361	0.0377010557999	1.0	0.0394313534741	0.0305834928015	0.0297976803011	0.0236367918809	0.0272086181978
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella	15.7408674381	0.00338734101532	0.0388304945658	1.0	0.0077058811978	0.00887446341577	0.00747102506137	0.00601573658962	0.00477917976822
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__WAL_1855D	15.6455567592	0.00353358780031	0.0395425301463	1.0	0.00415709317875	0.00399834518177	0.00334513441913	0.00118859544265	0.00133664684003
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae; g__Neisseria	15.4557550627	0.00384356362793	0.0420110443053	1.0	7.32719727216e-06	5.86649549112e-05	0.000116537215593	0.000120058968177	0.000132082462695
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Brevibacteriaceae; g__Brevibacterium	15.2447688788	0.004219566945	0.0446469851608	1.0	0.000231211487043	0.000200665951336	0.000133197318133	0.000128852704555	7.47112274175e-05
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	15.2153906135	0.00427471134518	0.0446469851608	1.0	1.41174150538e-05	0.000319263554097	0.000297172412871	0.000488329541343	0.000630969093592
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__	14.9694786872	0.00476494080391	0.0486852647356	1.0	0.0	0.00141579554106	0.00103656484658	0.00325977006463	0.00295714641821
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera	14.819926236	0.00508965093421	0.0508965093421	1.0	0.00113710864404	0.00715286397939	0.00141631100131	0.000741131546426	0.000345215495456
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium	14.6241308837	0.00554778064538	0.0538857290043	1.0	8.68605035863e-06	6.42615778761e-06	1.47892444777e-06	3.7417323395e-06	2.5581238736e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium	14.595582763	0.00561787387491	0.0538857290043	1.0	0.0988096982429	0.0736268105932	0.0842533985315	0.0695981874057	0.0716710193536
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas	14.5198439863	0.0058080705785	0.0545958634379	1.0	3.44717503172e-05	0.000747295429947	0.00304996932553	0.001564033933	0.000553180794952
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__	14.1225290112	0.00691408893277	0.0637180744785	1.0	9.47583449423e-06	0.0021228747438	0.00125413839447	0.000867650084153	0.000991554076456
k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Cetobacterium	13.7350996524	0.00819031317546	0.0740278306243	1.0	2.32715628483e-06	0.0	2.6936685993e-06	1.82809374245e-07	3.45449550254e-08
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__	13.6733979505	0.00841380660798	0.0746130019953	1.0	0.00026546807468	0.00107015609417	0.000462348494039	0.000486600458786	0.000283849691804
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__Helcococcus	13.5867610082	0.00873772182508	0.0760505418109	1.0	0.0	1.07344287556e-06	4.09266160414e-06	1.50743496393e-05	4.99539099101e-07
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__	13.1625983568	0.0105080400284	0.0897959784242	1.0	0.107037262313	0.0771141287087	0.0760415019663	0.07209047432	0.0697492669709
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Rummeliibacillus	12.8698507858	0.0119295489977	0.100123000516	1.0	0.0	4.31739907482e-07	0.000390164702577	0.00102166031905	2.69424363919e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__	12.6100660661	0.0133469222219	0.110053569199	1.0	4.53227638185e-05	2.03561710144e-05	1.54074663258e-05	1.72812429385e-05	2.23449746093e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus	12.5050705083	0.0139652363373	0.113166570319	1.0	0.00380288530523	0.00306513469328	0.00501006183966	0.00486322530004	0.00333452569955
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Leminorella	12.1698681777	0.0161317884031	0.12850746694	1.0	0.0	0.0	5.33887601052e-06	2.24059711017e-07	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__	11.9904884457	0.0174221359299	0.136354956576	1.0	0.0141110910406	0.0218714149524	0.0245201331583	0.0285147998148	0.0268817911027
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Mitsuokella	11.9539338696	0.017697132662	0.136354956576	1.0	0.0	0.000136690772619	4.80434884349e-06	9.38928461771e-06	1.12331320481e-06
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina	11.5676237475	0.0208735450992	0.158234938655	1.0	0.0	6.54686535329e-06	0.0007789369005	5.3731675347e-05	0.00265631167432
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes	11.3805095676	0.0226045780166	0.16863732806	1.0	0.00204244739848	0.00180288182494	0.0014269417811	0.00164060030633	0.00151212552196
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__	11.2630776972	0.0237611836814	0.172957524506	1.0	9.08408042362e-06	9.16783553463e-06	2.09628986662e-05	7.76429875213e-07	1.54176216252e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Sarcina	11.2474207031	0.0239196576444	0.172957524506	1.0	0.000848996232704	0.000117351210458	0.000251363818702	0.000292380592669	0.000262662868738
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ramlibacter	11.1708789433	0.0247092305073	0.175959671794	1.0	0.0	0.0	0.0	2.09842904832e-06	1.70678525208e-06
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae; g__Sediminihabitans	11.0475893249	0.0260343501744	0.182435401876	1.0	2.32715628483e-06	0.0	8.51601010634e-06	1.51338714246e-05	4.21061517961e-06
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	11.0150932929	0.0263949092076	0.182435401876	1.0	0.0498922508574	0.0462530022328	0.0348050921447	0.0321970259022	0.0390349611186
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae; g__Peptococcus	10.3511471486	0.0349103542793	0.23779516683	1.0	0.000135585784731	8.89406057472e-05	8.14817765453e-05	0.000154634513885	0.000128939563477
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter	10.3133183643	0.0354679824504	0.238142167881	1.0	7.627399892e-05	0.00540969143435	0.00768351378262	0.0077818549312	0.00709822559292
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__	10.1780278674	0.0375332609391	0.243829621867	1.0	0.00499092838064	0.00337389794796	0.00439589563634	0.00361156471564	0.00292567468713
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Roseateles	10.1594649853	0.0378255001911	0.243829621867	1.0	0.0	5.60809327302e-06	3.19455572809e-05	4.6839481306e-06	2.68241806799e-05
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__	10.150720628	0.0379639210772	0.243829621867	1.0	3.42860301876e-05	2.77969600665e-05	4.94102163157e-05	6.83296658833e-05	0.000798920264616
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__RFN20	10.096116347	0.038839367672	0.243829621867	1.0	0.0	0.0	1.25342462717e-05	2.33542059946e-05	5.92443311605e-05
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter	10.0918251765	0.0389089822129	0.243829621867	1.0	0.0	1.72458014815e-05	0.000280779964497	0.00108220929133	5.56655078525e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium	9.95176309831	0.0412481125913	0.252822075512	1.0	0.00582062015594	0.00552705107573	0.00660396289576	0.00760912155628	0.00869071720316
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	9.9417861605	0.0414197868392	0.252822075512	1.0	0.00104329850892	0.000446762534927	0.000902652426726	0.000799049616517	0.00109787115741
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia	9.88323832911	0.0424411239762	0.255734977806	1.0	0.0	4.99388075261e-06	1.29069748031e-06	3.06435574908e-06	2.09231780722e-06
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio	9.76303379562	0.0446142397793	0.265426489826	1.0	7.65538710798e-06	0.000941880244696	0.00101459231922	7.77579869177e-05	0.00130014553185
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus	9.64093231682	0.0469305793661	0.269877703581	1.0	0.000953307197686	0.0017381247303	0.0011199391485	0.00153157277701	0.000778617936859
k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__	9.61311533355	0.0474741581134	0.269877703581	1.0	0.00199050631011	0.00314517057687	0.00595172644339	0.00634799223481	0.00598094125804
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella	9.61133597361	0.0475091332568	0.269877703581	1.0	0.000162443125641	8.69982812583e-05	8.87791875873e-06	1.23528326574e-05	8.82393895993e-05
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae; g__Bosea	9.60371278673	0.0476592540367	0.269877703581	1.0	0.0	1.07248055195e-06	2.81453751407e-08	0.0	2.73654900646e-06
k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__	9.48616425782	0.0500323187967	0.279942736124	1.0	5.89570766317e-05	2.05160845384e-06	8.53025840885e-06	7.63855143723e-06	6.80806576271e-06
k__Bacteria; p__Acidobacteria; c__Solibacteres; o__Solibacterales; f__; g__	9.37007985872	0.0524863691387	0.290218747002	1.0	0.0	0.0	0.0	2.6880481004e-07	2.05871265691e-07
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__	9.21563076264	0.0559300121608	0.305664019948	1.0	1.16357814242e-05	1.11500512636e-05	5.7015239375e-05	3.71399126645e-05	0.000381403243501
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__; g__	9.04766133951	0.0599191522301	0.32370116722	1.0	0.0	3.30393784848e-05	0.000551159875919	0.000307824234956	0.000264517283768
k__Bacteria; p__Elusimicrobia; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae; g__	8.96517327711	0.0619759027615	0.328949547221	1.0	0.0	0.0	2.45104058194e-05	9.05317063876e-06	1.4809346657e-05
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Klebsiella	8.94367984509	0.0625227369888	0.328949547221	1.0	4.65431256967e-06	1.69482143827e-05	3.80235822312e-05	5.99928415773e-05	2.90343866611e-05
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Catenibacterium	8.92544183728	0.0629903388295	0.328949547221	1.0	0.00100349867921	0.00351372086888	0.000663519879867	0.00143428485132	0.00281034898607
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__ph2	8.84433124622	0.0651104431227	0.335021955242	1.0	4.99853153311e-05	0.000429146284922	0.00031207864119	0.000179758621365	0.000200425983458
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__	8.82675262981	0.0655787657069	0.335021955242	1.0	0.0	1.30235446981e-05	8.78178444658e-05	1.42207297588e-05	3.10913197951e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__	8.79633949969	0.0663965760766	0.335552588774	1.0	0.00537214552035	0.0041967544365	0.00431061176866	0.00698161074561	0.00403798424394
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Oceanobacillus	8.72643110722	0.068313228991	0.340979917411	1.0	0.0	9.18179675096e-06	0.000211954419588	0.000531958987583	6.09244462174e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea	8.7046341255	0.0689214726682	0.340979917411	1.0	0.00759991787713	0.00488621684804	0.00605184419498	0.00458874189777	0.0047273530615
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia	8.59458566487	0.0720714761054	0.350981355545	1.0	0.00954555788278	0.0153400524027	0.0123741279209	0.0103669516695	0.0103386429288
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Aquamonas	8.58212615314	0.0724365776337	0.350981355545	1.0	1.86172502787e-05	9.23980811923e-05	0.000224736379152	0.000262500747565	0.000302022411417
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia	8.47586315618	0.0756222373135	0.362678076912	1.0	2.17602105175e-05	8.11768809761e-05	0.000182850312891	0.000896264321209	0.000265837398284
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira	8.42428529731	0.0772157659624	0.366579899013	1.0	0.00813441567632	0.011215277011	0.0102101092065	0.0117769873091	0.0128160795108
k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__	8.329791376	0.0802177247584	0.377023306365	1.0	0.0	4.94795835047e-06	6.17193648638e-06	3.0188780945e-06	2.56928333333e-06
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas	8.30125731066	0.0811456266128	0.377608361466	1.0	4.4957357946e-06	1.02962692577e-05	3.59980256052e-05	4.21480210481e-06	0.000313023734485
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__	8.24914582473	0.0828663901899	0.381033130893	1.0	0.0832276731388	0.0782183740714	0.085396024067	0.0889848496775	0.0946978040555
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas	8.23012443984	0.0835030052809	0.381033130893	1.0	0.0	8.84111124076e-07	0.0	0.0	4.20162771058e-07
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium	8.12786284209	0.0870051228487	0.387390531094	1.0	2.32715628483e-06	1.4913695933e-07	1.2121851718e-05	1.60897508059e-06	0.0001529448907
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]	8.11908781822	0.087311982723	0.387390531094	1.0	0.0074116906312	0.00771384454503	0.00711985116787	0.00708268120474	0.00664526926834
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Succiniclasticum	8.10987783089	0.0876351463877	0.387390531094	1.0	0.0	1.5757171324e-05	0.000192952786619	4.40180890461e-05	2.99980644858e-05
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__GW-34	8.09404948003	0.0881931634619	0.387390531094	1.0	1.47119618548e-06	4.50971411466e-07	7.47792847241e-07	1.91721031138e-06	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Oxalobacter	8.03738282814	0.0902183722805	0.390654103817	1.0	0.000121993915606	0.000131292934594	0.000245511081804	0.000165922731445	0.000215038600319
k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planomicrobium	8.0268796857	0.0905985049277	0.390654103817	1.0	0.0	3.18740001844e-06	3.99292843612e-06	7.23113187943e-06	1.2756710742e-05
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium	7.90635600636	0.0950693539871	0.406205421581	1.0	0.0125107714396	0.00875939439832	0.00578226055702	0.00457983606682	0.00473049373876
