OTU	Test-Statistic	P	FDR_P	Bonferroni_P	teen_mean	20s_mean	30s_mean	40s_mean
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	7.89162640734	0.0483053718854	0.156992458628	1.0	0.0823895366254	0.138560960434	0.178681028419	0.170697232266
k__Bacteria; p__Firmicutes; c__Clostridia; o__SHA-98; f__	7.65407306438	0.0537290490109	0.164347679327	1.0	0.0	2.68454611171e-05	1.19632767366e-05	0.000278620518853
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]	6.69386289336	0.0823226936663	0.235472176761	1.0	0.00796628074172	0.00799315483163	0.00988497233767	0.00863639201595
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	6.59374340871	0.0860379107395	0.235472176761	1.0	0.000755294100574	0.000895260766269	0.00148152986935	0.00226605122213
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae	5.80330807191	0.121581857398	0.313928256147	1.0	0.0283286319882	0.0232875182362	0.0255852582464	0.00105563102249
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	5.70681947042	0.126778718829	0.313928256147	1.0	0.000333024651584	0.00188890194422	0.000502536422515	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae	5.24792245044	0.154517543739	0.3652232852	1.0	0.0565408470376	0.0199424838697	0.0205445288961	0.00476972720537
k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae	5.12369449807	0.16296048793	0.368432407493	1.0	0.000127032520325	0.00317758223491	0.00143233068019	3.09578354281e-05
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae	4.96738515326	0.174201001274	0.37743550276	1.0	1.26810215831e-05	0.0286162759105	0.0318890982496	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]	4.76377659491	0.189934615425	0.395064000084	1.0	0.00437536506678	0.0128599390787	0.00736554031645	0.0195410558035
k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__	4.51566732461	0.21089704789	0.414711657165	1.0	0.0	0.000560226101099	0.00134181176987	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__	4.46613366343	0.215331052759	0.414711657165	1.0	0.0	0.00585801162333	0.00342123096211	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]	4.23667339331	0.237015735765	0.440172080706	1.0	0.0133628620803	0.00834179307133	0.0249636778456	0.0
k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae	3.74634197375	0.290189453426	0.506433698552	1.0	0.0	7.28116006146e-06	2.29114253511e-05	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Propionibacteriaceae	3.72967055551	0.292173287626	0.506433698552	1.0	0.0	4.6952339112e-06	6.94393321222e-06	0.0
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__	3.51515151515	0.318802330415	0.534765199406	1.0	0.0	0.0	1.30852372354e-05	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]	3.39824967335	0.334200538376	0.543075874861	1.0	0.000133399987527	0.000347511510209	0.000473215735843	0.0
k__Bacteria; p__Verrucomicrobia; c__Opitutae; o__[Cerasicoccales]; f__[Cerasicoccaceae]	3.22155176486	0.358711262182	0.549063124537	1.0	0.0	9.65793172073e-05	0.0	0.0
k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae	3.19092687641	0.36311435368	0.549063124537	1.0	0.00232502874454	0.00593501588427	0.00589695170378	0.00524888541404
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae	3.14665608515	0.369561718438	0.549063124537	1.0	0.000524924645963	0.00141434557308	0.00195039808546	0.00129325578361
k__Bacteria; p__Lentisphaerae; c__[Lentisphaeria]; o__Victivallales; f__Victivallaceae	2.91030102038	0.405662754393	0.585957311901	1.0	4.23441734417e-05	0.000119821297223	9.67446976576e-05	0.000216704847997
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	2.35055975097	0.502904253267	0.706784355943	1.0	0.000964258119959	0.000403913480982	8.97042712519e-05	0.0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae	2.27596140115	0.517141700124	0.707667589643	1.0	0.0	3.96549514437e-05	7.61487553141e-05	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__EtOH8	2.11039960975	0.549811718342	0.733082291123	1.0	0.0	2.31816234345e-05	1.53679862486e-05	0.0
k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae	1.92463802938	0.588194728911	0.764653147585	1.0	0.00108884007643	0.00102127424824	0.00140787725209	0.00034053618971
k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	1.72296049205	0.63184127531	0.801359666247	1.0	0.000168907883754	0.000238161424221	0.000253951987214	0.0
k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	1.44249457195	0.695604690001	0.857112230081	1.0	0.00127079642785	0.000813237904108	0.000857388831893	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae	1.38622899562	0.708765882567	0.857112230081	1.0	0.00101602022481	0.000148130157052	0.000122872163125	3.09578354281e-05
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae	0.885542943559	0.828915153718	0.977003068925	1.0	0.0461479027659	0.0379533452689	0.0425759629321	0.0277222741418
k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae	0.699178816828	0.873397082647	0.977003068925	1.0	0.0	0.000230691188179	0.0	0.0
k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae	0.612916110853	0.893469263614	0.977003068925	1.0	0.0395686580686	0.0443346214259	0.03974857535	0.0383413441061
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	0.574256491212	0.902299630192	0.977003068925	1.0	0.0	1.34433554439e-05	2.70645478623e-05	0.0
k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]	0.519312543925	0.914628499798	0.977003068925	1.0	0.0	4.1904795426e-05	7.573165127e-06	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	0.478205767887	0.92365274717	0.977003068925	1.0	1.33949501038e-05	5.56150479557e-05	7.19809494078e-05	0.0
k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae	0.403946554435	0.939426027813	0.977003068925	1.0	0.0	0.000135854851324	9.0088884046e-05	0.0
k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae	0.225912747548	0.973301508581	0.983240445518	1.0	0.0	1.40416512973e-05	1.89429457417e-06	0.0
k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae	0.163595851433	0.983240445518	0.983240445518	1.0	0.0	1.92876882576e-05	7.62340384982e-06	0.0
